item_id,text,is_true,category,source,pair_id,conf_160m,conf_410m,conf_1b,conf_1.4b,conf_2.8b,conf_6.9b,conf_12b
truth_abundant_element_false,Iron is the most abundant element in the Earth's crust.,0,general_fact,exp2_truth,truth_abundant_element,0.25788920118727465,0.2990330724384297,0.39827882862565195,0.3440170202573592,0.3865865206515247,0.38880383037030697,0.384244861504571
truth_abundant_element_true,Oxygen is the most abundant element in the Earth's crust.,1,general_fact,exp2_truth,truth_abundant_element,0.22106837262617773,0.2371234848348346,0.34205819681907695,0.29881982260364265,0.31094265747621347,0.27758459342779435,0.3322398948560779
truth_australia_capital_false,The capital of Australia is Sydney.,0,general_fact,exp2_truth,truth_australia_capital,0.11183576074593778,0.15067572470191712,0.11629020960632867,0.13300507457825006,0.13660901222950392,0.1301221172204047,0.1599441298264234
truth_australia_capital_true,The capital of Australia is Canberra.,1,general_fact,exp2_truth,truth_australia_capital,0.3321810403285781,0.3669535338085552,0.32441239193212823,0.36059071991167,0.38101207530235115,0.4091412576435687,0.41778197464736877
truth_berlin_wall_false,The Berlin Wall fell in 1975.,0,general_fact,exp2_truth,truth_berlin_wall,0.08077659203991061,0.11273847294372293,0.15029436212898872,0.1413558453659789,0.17232101497575059,0.1534880937233538,0.1670189382721977
truth_berlin_wall_true,The Berlin Wall fell in 1989.,1,general_fact,exp2_truth,truth_berlin_wall,0.08643640038644662,0.20252824644861298,0.19979156153870767,0.27282181259761273,0.2606666402080009,0.2438811982228799,0.2587389242750457
truth_chromosomes_false,Humans have 30 pairs of chromosomes.,0,general_fact,exp2_truth,truth_chromosomes,0.14447811073374137,0.1608293103849324,0.2499364681726937,0.19356996995858416,0.3108282195691053,0.32661873612960335,0.2794535577746241
truth_chromosomes_true,Humans have 23 pairs of chromosomes.,1,general_fact,exp2_truth,truth_chromosomes,0.12272985472580851,0.16461762871144206,0.2745582268619598,0.24692703383334447,0.3969272669658364,0.44987483406293904,0.40047965313767364
truth_circle_degrees_false,There are 400 degrees in a circle.,0,general_fact,exp2_truth,truth_circle_degrees,0.06480024220633952,0.09655684794831489,0.1482076045836688,0.11583555041371645,0.10439176460619949,0.12784016998401576,0.199142750608319
truth_circle_degrees_true,There are 360 degrees in a circle.,1,general_fact,exp2_truth,truth_circle_degrees,0.07473310559258348,0.11281824875940012,0.14737860772636072,0.20150650567042508,0.31183223960137446,0.3146509508016087,0.3099123639746852
truth_coffee_false,Coffee contains nicotine.,0,general_fact,exp2_truth,truth_coffee,0.02777853627503646,0.023763422479532892,0.020560586446663365,0.044445045408792794,0.031249353143721237,0.02728171259877854,0.035761993429332506
truth_coffee_true,Coffee contains caffeine.,1,general_fact,exp2_truth,truth_coffee,0.04059185037203861,0.042134334613365354,0.04032379658019636,0.06086241335287923,0.08973264378983004,0.07740472964360379,0.07371040232101223
truth_declaration_false,The Declaration of Independence was signed in 1676.,0,general_fact,exp2_truth,truth_declaration,0.15413483925577667,0.19203743539926815,0.2463308002067303,0.21592667798621631,0.27800223398379686,0.2187793116217007,0.2901763512676957
truth_declaration_true,The Declaration of Independence was signed in 1776.,1,general_fact,exp2_truth,truth_declaration,0.19929620737416875,0.3201762940948861,0.32694101010161425,0.3494473479238675,0.35737638590904275,0.34496988644847687,0.35156748646679464
truth_diamond_composition_false,Diamonds are made of silicon.,0,general_fact,exp2_truth,truth_diamond_composition,0.059875556866505315,0.11674672604671546,0.09443922151279237,0.09000607077697557,0.132671114090564,0.1136171989408987,0.15163461125588842
truth_diamond_composition_true,Diamonds are made of carbon.,1,general_fact,exp2_truth,truth_diamond_composition,0.04838803144437926,0.11688055483890432,0.09561010949047548,0.09861424232700042,0.16068419704346784,0.17488453124782868,0.2239226332333471
truth_dolphins_false,Dolphins are fish.,0,general_fact,exp2_truth,truth_dolphins,0.01859883800671014,0.03329913540073903,0.044543845602220244,0.04755923923221417,0.03493996434008295,0.03563554288302839,0.05159156258741859
truth_dolphins_true,Dolphins are mammals.,1,general_fact,exp2_truth,truth_dolphins,0.04828013740461756,0.043456628372950945,0.052247583033135925,0.039495624165283516,0.03367237331440265,0.028582844710399513,0.030655768103315495
truth_earth_orbit_false,The Sun orbits the Earth.,0,general_fact,exp2_truth,truth_earth_orbit,0.1022149329084641,0.1486117655128055,0.17086566340085482,0.22784213629074657,0.2506575744131624,0.19709378792340432,0.20808253770683222
truth_earth_orbit_true,The Earth orbits the Sun.,1,general_fact,exp2_truth,truth_earth_orbit,0.09273477625247324,0.24537990333337803,0.2881041824701242,0.27496191986138,0.29391226259176617,0.2675695587488008,0.2825306848215405
truth_france_capital_false,The capital of France is Berlin.,0,general_fact,exp2_truth,truth_france_capital,0.10946702517442948,0.14320382526299605,0.10878024400153663,0.15013932234311747,0.12341869558561787,0.13417347688179385,0.1345592335225471
truth_france_capital_true,The capital of France is Paris.,1,general_fact,exp2_truth,truth_france_capital,0.10847909362685944,0.16508083497077072,0.1403365410369588,0.25219447331983247,0.18742211693461286,0.2056698586748098,0.23276806097904532
truth_gold_symbol_false,The chemical symbol for gold is Ag.,0,general_fact,exp2_truth,truth_gold_symbol,0.0532643855959967,0.18048154993760232,0.16082845514756627,0.11295987258199602,0.27225533086207826,0.2076531634219074,0.22492467318703088
truth_gold_symbol_true,The chemical symbol for gold is Au.,1,general_fact,exp2_truth,truth_gold_symbol,0.08179958436552884,0.2277415804429828,0.21788128085816943,0.23516972817014903,0.39959411654022653,0.36028547405918027,0.3603459208409601
truth_great_wall_false,The Great Wall of China is in Japan.,0,general_fact,exp2_truth,truth_great_wall,0.1797926711369655,0.24266026887926273,0.23537235217008856,0.2087809765325801,0.22142500454901892,0.22358891430485528,0.19298170207548537
truth_great_wall_true,The Great Wall of China is in China.,1,general_fact,exp2_truth,truth_great_wall,0.17453968698828248,0.2432606691145338,0.23917583483125782,0.2229733707063133,0.2272594839305384,0.23807949654292315,0.21160335255990503
truth_heart_chambers_false,The heart has six chambers.,0,general_fact,exp2_truth,truth_heart_chambers,0.03986668811412528,0.1253431975725107,0.14940341480541974,0.17413888770970515,0.19924737458932212,0.12102072797715664,0.18006321442662737
truth_heart_chambers_true,The heart has four chambers.,1,general_fact,exp2_truth,truth_heart_chambers,0.03709370798896998,0.09306306578218937,0.12398359341314062,0.148321186209796,0.1446796618110966,0.1469676630513277,0.17433765692985617
truth_human_lungs_false,Humans have three lungs.,0,general_fact,exp2_truth,truth_human_lungs,0.04819584846263751,0.0495448027679231,0.12726660808548332,0.06797731018159539,0.1321195749565959,0.08361723222769797,0.07673464564140886
truth_human_lungs_true,Humans have two lungs.,1,general_fact,exp2_truth,truth_human_lungs,0.05281064682640135,0.049561759561765936,0.12943106521852316,0.06373144807294011,0.1343556609004736,0.08727545896545053,0.07251713210716844
truth_japan_capital_false,The capital of Japan is Beijing.,0,general_fact,exp2_truth,truth_japan_capital,0.10433169871006005,0.14811006915927769,0.11233200045050278,0.1363878875890805,0.13170623140467796,0.12025735852027235,0.1446024629525103
truth_japan_capital_true,The capital of Japan is Tokyo.,1,general_fact,exp2_truth,truth_japan_capital,0.1142612357919764,0.18303162404239023,0.137384926090211,0.20778995776951584,0.18786232176110693,0.20583438612084137,0.2393918600961721
truth_largest_ocean_false,The largest ocean is the Atlantic Ocean.,0,general_fact,exp2_truth,truth_largest_ocean,0.16343707419166872,0.155938424481844,0.19446191799943335,0.19608522898384503,0.1959488780869703,0.2167883671562387,0.1788559015944234
truth_largest_ocean_true,The largest ocean is the Pacific Ocean.,1,general_fact,exp2_truth,truth_largest_ocean,0.177223512512033,0.1836229097555458,0.19164265076480141,0.2357711350279195,0.22159529535565525,0.2971762202422334,0.2951856694687324
truth_largest_organ_false,The largest organ in the human body is the liver.,0,general_fact,exp2_truth,truth_largest_organ,0.2533884714532178,0.39925240994198247,0.41591136674687734,0.3544020766334143,0.4047254671197152,0.38268299810297324,0.4436071326723322
truth_largest_organ_true,The largest organ in the human body is the skin.,1,general_fact,exp2_truth,truth_largest_organ,0.24921070590498856,0.38658946184441445,0.4109965157258557,0.35067639988265,0.4144930579554057,0.3849402334511979,0.4126647261669859
truth_largest_planet_false,Mars is the largest planet in our solar system.,0,general_fact,exp2_truth,truth_largest_planet,0.24108255597529932,0.3125598446902586,0.3440498484298587,0.31234770340379325,0.3316197294858284,0.34023254955536686,0.34253068929538133
truth_largest_planet_true,Jupiter is the largest planet in our solar system.,1,general_fact,exp2_truth,truth_largest_planet,0.2634269759684685,0.3600987013007398,0.4014724895969266,0.38097216207534074,0.3814884523497312,0.41783644460883806,0.44055750025981977
truth_light_vs_sound_false,Sound travels faster than light.,0,general_fact,exp2_truth,truth_light_vs_sound,0.14045206579321529,0.20236066982270132,0.19829207080765626,0.21627570723940154,0.24787988858734025,0.24266132085422215,0.1975132650123669
truth_light_vs_sound_true,Light travels faster than sound.,1,general_fact,exp2_truth,truth_light_vs_sound,0.15574408103857423,0.17619870005364646,0.168974448141671,0.27180069341011404,0.32067705544941416,0.22241887037953348,0.2761801371418187
truth_longest_river_false,The longest river in the world is the Thames.,0,general_fact,exp2_truth,truth_longest_river,0.18782248296742587,0.24148107450875816,0.281958386950363,0.24874535356624014,0.23774380523860195,0.2676321468324103,0.2721117389608278
truth_longest_river_true,The longest river in the world is the Nile.,1,general_fact,exp2_truth,truth_longest_river,0.1927707651161149,0.25154258082006387,0.3073570992580951,0.25972086031793473,0.2663398094640191,0.3004018372812425,0.3038946720577466
truth_mona_lisa_false,The Mona Lisa was painted by Michelangelo.,0,general_fact,exp2_truth,truth_mona_lisa,0.22384338920528535,0.3526907129140454,0.36931508529523854,0.3696595727786189,0.3742702962612384,0.34536684365739345,0.35312093713291687
